,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
34,S_hynix,2016,Q1,전기·전자,0.0,-0.9062846111440226,0.01426888546485805,-0.0035251600812571393,-0.0023240223962754936,-0.19997576190575495,0.00017122070425262193,0.8144521807174053,0.028980579892260327,0.13533395412903515,-0.1059730268930863,000660
34,SEBANG_Global_Battery,2016,Q1,전기·전자,0.0,0.02438379803023394,0.02438379803023405,-0.014954171244455639,0.12655920698258571,-0.2112662051566978,0.00015134919853750298,0.7648147160233574,0.02438379803023394,0.1448097975078314,0.027109635652520173,004490
35,Hansol_Technics,2016,Q1,전기·전자,0.0,0.0,0.02437862955006631,0.0007566600080445296,-0.08991925555861235,0.18503422430255156,0.02437862955006631,0.7839048728050397,0.0,-0.371811740770434,-0.3228574801028436,004710
35,Samsung_Electronics,2016,Q1,전기·전자,0.0,0.09529468625703752,0.08582593408161376,0.02653961967042673,-0.017217158156347168,-0.15206979865587367,8.885521532617065e-05,0.7580358484404188,-0.006558306731270003,-0.003969290009668391,0.013856552510961195,005930
35,Samsung_SDI,2016,Q1,전기·전자,0.0,0.025823990815106446,0.025823990815106335,0.09847028751890452,-0.09579731800491231,0.11839999960287062,-0.0005785806349110699,0.8416533709998514,0.025823990815106335,-0.21558011964806245,-0.17027043161602293,006400
34,Dong-A_Tire,2016,Q1,전기·전자,0.0,0.024375984549839025,0.024375984549839025,-0.009441599951959478,-0.07553926429459246,-0.16349709829905157,0.00014037569634192586,0.7717956239323045,0.024375984549838914,-0.06514305373905005,0.13688557995987816,007340
35,Samsung_Electro-Mechanics,2016,Q1,전기·전자,0.0,0.0245804651488718,0.02458046514887169,0.020206391906374965,-0.02600144688266215,-0.037021832588386205,0.003497226210784561,0.7686757895379387,0.02458046514887169,-0.01991961064949166,-0.09259611864759232,009150
34,LS_Electric,2016,Q1,전기·전자,0.0,0.02439411349505649,0.02439411349505627,0.014628285524661111,-0.018628379332783496,0.04806286739044385,0.00015427559047557324,0.7806463409651488,0.02439411349505638,-0.09759604400162081,0.008456276458511231,010120
34,LG_Innotek,2016,Q1,전기·전자,0.0,0.024900200255946747,0.024900200255946636,0.02560319917486964,0.011332457930052109,0.19737743767968607,0.00025467578300364065,0.8053637875714021,0.024900200255946747,-0.11471901755965663,-0.22233714662690038,011070
34,Iljin_Materials,2016,Q1,전기·전자,0.0,0.0243777216331601,0.02437772163316021,-0.013534023255531658,0.10943396226415092,-0.0695582329317268,0.00014955779802094667,0.7564404082741492,0.024377721633159988,0.17427740058195929,-0.011446210569579663,020150
34,Korea_Electric_Terminal,2016,Q1,전기·전자,0.0,0.024377775169498683,0.024377775169498683,-0.01872191132728651,-0.1322229808692481,-0.04900724256586009,0.0001393501011905278,0.7336973031581204,0.024377775169498794,-0.15758731456302777,-0.047041387932433794,025540
35,Sindoh,2016,Q1,전기·전자,0.0,0.024375764872563876,0.024375764872563876,0.004000346082671191,-0.41314496164755665,-0.127810581804225,4.002086044152051e-05,0.7270123261602082,0.024375764872563876,-0.5218175462929209,-0.005100915533727945,029530
34,LG_Display,2016,Q1,전기·전자,0.0,0.01275651017107382,0.02788161360131669,0.020669516256688336,0.07028074193428524,-0.2709261089177819,0.00020880815676531386,0.7846775111146451,0.012754925849392085,0.19484477278515655,0.05834894406217628,034220
34,LG_Electronics,2016,Q1,전기·전자,0.0,0.020429157456811398,0.042014804109705595,0.01416090531769354,-0.05359475801943603,-0.016806904733153605,0.0005424460757470437,0.74715578177261,0.03857304680667051,-0.08059021228894436,0.11544385409826277,066570
