,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
1,S_hynix,2024,Q2,전기·전자,0.25888797303555333,0.8423903391937488,-0.0,-0.06713922790504001,-0.0017396777168101618,0.05209893716712133,-0.00012921526970731306,-0.30875638193665944,-0.5453294813591967,-0.07784301434386709,0.25193627962931453,000660
1,SEBANG_Global_Battery,2024,Q2,전기·전자,0.2994535443260211,-0.0,-0.0,-0.03113445936694137,0.005921212307242296,-0.022639672461675753,1.4365359781904248e-05,-0.01747696598004933,-0.0,0.006935527500569472,0.29463486543104533,004490
2,Hansol_Technics,2024,Q2,전기·전자,-0.144721861954617,0.0,-0.0,-0.008615836995824244,-0.047554404774661,0.10493122561335444,-0.08158224483449583,0.027072247562142104,0.0,-0.09111552057253491,-0.14263672274896932,004710
2,Samsung_Electronics,2024,Q2,전기·전자,0.0026465203061935977,0.3697470230761357,-0.0,-0.02038124471672642,-0.010267946240007042,-0.010296754075380221,-0.00015183703701126378,-0.048683053193000925,0.2903908472476854,-0.010250337351344063,-0.037273236712712585,005930
2,Samsung_SDI,2024,Q2,전기·전자,-0.04679752726741079,-1.255639097744361,-0.0,-0.017273197707435184,-0.22705920896191767,-0.22620390163368942,-0.0008464828267518446,0.0033825261818407615,-1.7272727272727275,-0.22726250851357377,-0.2620431030404147,006400
1,Dong-A_Tire,2024,Q2,전기·전자,0.07618348714300807,-0.05808138462046486,-0.0,-0.04939120442466516,-0.02240689604926338,0.21296149527029062,-3.3246121008142444e-05,-0.08334620773561219,-0.05808138462046464,-0.04770612575627031,-0.06125435404299678,007340
2,Samsung_Electro-Mechanics,2024,Q2,전기·전자,-0.08043528773771871,0.8425247546405488,-0.0,-0.022714454697080333,-0.07222318056022226,-0.2648236928207306,4.110535946688766e-05,-0.10123102105851722,-0.3616920352279227,-0.03333735052178333,0.035791034542348145,009150
1,LS_Electric,2024,Q2,전기·전자,0.28500365417898715,0.7476104031316567,-0.0,-0.07393284790227606,0.05277850739199741,0.16837963741646722,-3.778060539365456e-05,-0.07763014523766731,-0.17287303837975432,-0.0016677753507150506,1.217202008786469,010120
1,LG_Innotek,2024,Q2,전기·전자,-0.22285139327571513,10.702663242186542,-0.0,0.0062936280290416535,0.0733182830609993,-0.03931914077396925,0.00020169676600312726,-0.03886058044335927,0.03109857960793272,0.1447615074215003,0.35136871112817897,011070
1,Iljin_Materials,2024,Q2,전기·전자,0.12399803244686469,-0.002170630426576059,-0.0,-0.00039218523909667624,0.07736998796425898,-2.937165587077289,0.00016520219306941618,0.11425078925612553,-0.30615326538316356,0.8600957672107149,0.06071047600314299,020150
1,Korea_Electric_Terminal,2024,Q2,전기·전자,-0.2273777090651888,1.3284126238564942,-0.0,-0.04207012998187665,0.03811049991499449,-0.026614134012175272,-4.339956498474744e-05,-0.15326400779965832,0.012205522951337477,0.04968320237674562,0.08060354505184875,025540
2,Sindoh,2024,Q2,전기·전자,0.17676682658586543,-0.0,-0.0,-0.02379491187046967,0.2615689470470619,0.05666908811637028,4.655179932926926e-05,0.05533900634268152,-0.0,0.2861868574286567,-0.06218059478285402,029530
1,LG_Display,2024,Q2,전기·전자,-0.13811075186326682,-0.0,-0.0,0.0878966190952527,-0.007633871386800717,0.13774984175422011,9.82131019121786e-05,-0.19178538988962068,-0.0,-0.06443555478254148,0.047166876745258025,034220
1,LG_Electronics,2024,Q2,전기·전자,-0.11411610678362283,-0.0,-0.0,-0.05473680958014038,-0.011351255514969072,-0.09208874811997081,-5.359353051520258e-05,-0.05025826421620927,-0.0,0.03571004780495368,0.14441600009759753,066570
