,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
7,S_hynix,2022,Q4,전기·전자,0.0018108090406613736,0.06155011557524426,-0.0,0.07248113548884094,-0.021018237930078287,0.05109215731985939,0.0004906215235052646,0.43736141237453374,0.05884825215638967,-0.11777337060469639,-0.13666154130020303,000660
7,SEBANG_Global_Battery,2022,Q4,전기·전자,-0.15569418596433365,0.08413473469017274,-0.0,-0.007890322776911374,0.08290263792037078,-0.4643201719161625,4.459924611303321e-05,-0.083847309673456,0.08413473469017285,0.09780251535310691,0.04980739828187379,004490
8,Hansol_Technics,2022,Q4,전기·전자,-0.05179346145165466,0.0,-0.0,-0.03273894637894914,0.016170718893873337,-0.09180397967334297,0.08414424626913586,0.02184480415564105,0.0,0.09694350202385493,0.08456864760862791,004710
8,Samsung_Electronics,2022,Q4,전기·전자,0.02184016457089563,0.023046252108350984,-0.0,-0.011449090376209003,0.061422858134908664,0.10772270162512265,0.00015166445173135984,0.20331285331073734,-0.00626434253001551,0.05655615219093457,-0.016943231441048114,005930
8,Samsung_SDI,2022,Q4,전기·전자,0.11493978532753239,0.08263441778801872,-0.0,-0.011253912146853784,0.0468673921691809,0.06280122011992983,0.000139302230114763,-0.16638333127145444,0.08263441778801883,0.0421434999009459,0.05760222310440642,006400
7,Dong-A_Tire,2022,Q4,전기·전자,0.20873293820518726,0.08413858749764813,-0.0,0.02129748420771238,0.001085059875718497,0.198686567976312,0.00021324235925443112,-0.09059110537977455,0.08413858749764824,-0.2419683903656027,0.01696189862257434,007340
8,Samsung_Electro-Mechanics,2022,Q4,전기·전자,-0.059664977530182225,0.08396042301514894,-0.0,0.024295571688401907,-0.03599675577405992,-1.4133174614743562,0.0002526326993762814,0.19513409124454206,0.08396042301514883,0.07429446943066575,0.12279475982532742,009150
7,LS_Electric,2022,Q4,전기·전자,-0.10620359035304837,0.08409327088229179,-0.0,-0.03255669902934821,-0.08352895431058172,0.14914384335528652,-0.00017819068376159395,-0.11790137480626228,0.08409327088229179,-0.21174108867165953,0.1754457749014466,010120
7,LG_Innotek,2022,Q4,전기·전자,-0.12091357640048707,0.08409218699495347,-0.00010986918087918518,0.006748004489271042,0.15417785324219557,0.030542550140753688,0.0001699614827790571,-0.2227167797864602,0.08409218699495347,0.18382574562547638,-0.11676497832161853,011070
7,Iljin_Materials,2022,Q4,전기·전자,-0.1835823078710802,0.08414376550312364,-0.0,0.009108679476321435,0.059955297533273666,0.0384945587910559,0.00036633388873837883,0.15781931194576682,0.08414376550312375,0.14308752047266549,-0.011129277952676021,020150
7,Korea_Electric_Terminal,2022,Q4,전기·전자,0.25093742868966906,0.08413688514886508,-0.0,-0.00028788021381953577,-0.30026760400790886,0.12916655681259392,0.0001451552479061655,-0.1231218035945223,0.08413688514886508,-0.4146188941474023,-0.1760341405319572,025540
8,Sindoh,2022,Q4,전기·전자,0.10464963687948921,0.08414215278561277,-0.0,0.01593772368345059,0.31676215739831304,0.07605522987233215,0.000751133863691271,0.04375210121154349,0.08414215278561277,0.34439169585494445,0.003561500420150625,029530
7,LG_Display,2022,Q4,전기·전자,-0.07803014795860956,0.0785510813018746,-0.0,0.16377220194411923,0.03456508696409921,0.02425931834431183,1.3368107660870515e-05,-0.03907608135965224,0.07855111738436382,0.0382789070784314,0.012029316175870424,034220
7,LG_Electronics,2022,Q4,전기·전자,-0.028229936730421484,0.08283577686168697,-0.0,0.020832473135846796,0.038505770640246295,0.013248581087557887,-2.872103138002128e-05,0.17857781091886182,0.0791156264971914,0.0521114274082376,0.06701666830832531,066570
