,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
22,S_hynix,2019,Q1,전기·전자,-0.05451149322042487,-0.08648199087623687,0.05078721969867617,0.0019071900323981428,-0.004620125113293572,-0.10709441585301338,0.00025117723081045375,0.35725895646644346,0.06211774660603242,0.02729801246266461,0.16058285282086657,000660
22,SEBANG_Global_Battery,2019,Q1,전기·전자,0.08861216603694932,0.0988018734274625,0.0988018734274625,-0.020943129467437593,-0.10540843221649587,-0.9971933644070863,0.00016284321361521688,0.13412449364461776,0.0988018734274625,-0.0755606329029499,0.24789520503964693,004490
23,Hansol_Technics,2019,Q1,전기·전자,-0.12465536710801617,0.0,0.09881950713902143,-0.020152569026490097,-0.04255178567922391,0.05696558597243595,0.09881950713902132,-0.05689076661678927,0.0,-0.07678320219837942,0.05856363070417701,004710
23,Samsung_Electronics,2019,Q1,전기·전자,-0.03562405147855566,0.017587468616658275,0.01644239407195569,-0.004401411946629352,-0.01877356775644179,0.10730602223754138,0.00020526772689865382,0.04576691434691327,-0.0026968833660976355,-0.027213479144410746,0.0833911270153499,005930
23,Samsung_SDI,2019,Q1,전기·전자,-0.024847344596271886,0.0972577715061177,0.0972577715061177,0.0001851679233083603,0.06940251373602668,0.0036024495259769918,0.00025152492355110965,0.1837452870127676,0.09725777150611759,0.11079181796484883,-0.08364138773290092,006400
22,Dong-A_Tire,2019,Q1,전기·전자,0.04679344813700641,0.09881832010719538,0.09881832010719549,0.013372552528014059,0.010375937038623273,-0.042210114571070045,0.00023865013089162878,0.15969243765568597,0.09881832010719527,0.0262801186698729,-0.0050284186036232345,007340
23,Samsung_Electro-Mechanics,2019,Q1,전기·전자,-0.12684249656345442,0.09855541105976373,0.09855541105976384,0.01542706022153506,-0.07688409522967299,-0.03721306808331293,0.00030104039141946333,0.0403579852050967,0.09855541105976384,-0.09181880250404584,-0.049857603949117126,009150
22,LS_Electric,2019,Q1,전기·전자,-0.21194151930841681,0.09878533209390206,0.09878533209390206,0.006495342579511787,0.009548385820115635,-0.04459188609110565,9.840287879807786e-05,0.2106828808761444,0.09878533209390206,0.04674818943274084,-0.08342830588197572,010120
22,LG_Innotek,2019,Q1,전기·전자,-0.21174375990210276,0.09879929986731717,0.09879929986731717,0.0286702096374708,0.06816428651056794,0.18388887143124377,0.00043767708689555263,0.4451433038782272,0.09879929986731706,-0.051793367440224,0.29761946027106634,011070
22,Iljin_Materials,2019,Q1,전기·전자,-0.10242284024750628,0.09881810625686294,0.09881810625686294,-0.025087682461174765,0.0014248110314183382,-0.007025182924092155,5.880930730257205e-05,0.12884478384222164,0.09881810625686294,0.011263851139452274,-0.1515525192033544,020150
22,Korea_Electric_Terminal,2019,Q1,전기·전자,0.08092962190475911,0.09881220135795765,0.09881220135795765,-0.011980844059595652,-0.2565285363560639,-0.0488774721808527,0.00015963229904479085,0.13532674603197625,0.09881220135795754,-0.3170992168214948,0.46432242071179536,025540
23,Sindoh,2019,Q1,전기·전자,0.050140938484496744,0.09881344216526289,0.09881344216526289,0.01194454570178749,-0.1239522411662306,-0.1225660178705037,0.00011591802937643932,0.2072347059472751,0.09881344216526289,-0.12436926561732276,-0.03574251165812907,029530
22,LG_Display,2019,Q1,전기·전자,0.07874289194588112,0.10298275939845958,0.08224862677297673,0.008785414447033513,-0.11816000909778501,-0.15407355475256468,0.0012213034183168356,0.17447289805554445,0.1029787837614744,-0.08701000319552143,0.027552880837779882,034220
22,LG_Electronics,2019,Q1,전기·전자,0.008686808297972193,0.09462820652561943,0.07914423899207812,0.0057808067603131175,-0.058926475292665925,-0.054682997722854454,0.0003502483973866516,-0.1344666154291636,0.08169060278368823,-0.06198115341936106,0.13655629810459535,066570
