,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
9,S_hynix,2022,Q2,전기·전자,-0.026621589039758017,-0.04948886526817908,-0.0,-0.051842287960773836,-0.03593008849965429,-0.15923209782299397,-0.0001526309917029433,-0.13763873936646442,-0.05384519077812988,0.09044438164397395,-0.06624782872825283,000660
9,SEBANG_Global_Battery,2022,Q2,전기·전자,-0.018186312794455387,-0.05654252256838066,-0.0,-0.0038826493785664162,0.004223979630380459,-0.04136649393567482,1.1600484195833337e-06,0.05619466236322135,-0.05654252256838066,0.005379508363090979,-0.06559133767294348,004490
10,Hansol_Technics,2022,Q2,전기·전자,-0.04635513799821167,0.0,-0.0,-0.007160689956053901,0.10603662826235427,0.11336833616686659,-0.05654860102599257,0.11387293657825681,0.0,0.09856106981797441,-0.08535508627481675,004710
10,Samsung_Electronics,2022,Q2,전기·전자,-0.043986675674366066,-0.00480403521392847,-0.0,-0.028438558074947773,0.0985848790242666,-0.1092737699151447,-8.274079721341369e-05,-0.033795594117775885,-0.003410033086836073,0.11424191179908882,-0.02388172161394428,005930
10,Samsung_SDI,2022,Q2,전기·전자,-0.021616789917311835,-0.05604839563147901,-0.0,-0.001683167316154588,-0.10494803707709455,-0.04219533814102294,-2.435271421835542e-05,-0.15127945958187805,-0.05604839563147901,-0.130007509627998,0.057669308748206666,006400
9,Dong-A_Tire,2022,Q2,전기·전자,0.05192870065220981,-0.056545457053461146,-0.0,-0.0001210206173800632,-0.016408213457827836,-0.05557879161496149,-0.00014142521439571546,-0.0026847500645204025,-0.05654545705346137,0.031028009179835503,-0.06230971339773245,007340
10,Samsung_Electro-Mechanics,2022,Q2,전기·전자,-0.08932672605219982,-0.05659929071138081,-0.0,-0.04515192019072001,-0.21973492322425803,-0.18168980246585287,-8.260356433789499e-05,-0.004697378060489754,-0.05659929071138081,-0.2228392390478251,-0.04586046889135173,009150
9,LS_Electric,2022,Q2,전기·전자,-0.11142119803291539,-0.05653148574650135,-0.0,-0.008061331408740102,0.006019029350260108,0.2595876098746366,-4.504605661509962e-05,-0.3006432477380907,-0.05653148574650113,-0.23326148731063068,0.444564997520815,010120
9,LG_Innotek,2022,Q2,전기·전자,0.13681606620117592,-0.056325986050377974,-0.0,-0.06494507429684182,0.06258911936307776,0.0026486021304990004,-1.9713644645273136e-05,0.06566695927201793,-0.056325986050377974,0.0874571714220459,0.04443094342911853,011070
9,Iljin_Materials,2022,Q2,전기·전자,-0.21286867528684428,-0.05654930892854626,-0.0,0.007219006034363429,-0.08700528916815187,-0.03307414469762415,6.306401363848447e-05,0.09972095970003914,-0.05654930892854626,-0.25227611809286654,-0.11618410494190132,020150
9,Korea_Electric_Terminal,2022,Q2,전기·전자,-0.08657405487457678,-0.05654756621714507,-0.0,0.005280014212886708,-0.03756216427135728,-0.02074560095667599,-0.00028383961310427116,-0.04172500625233844,-0.05654756621714507,-0.042203454606946966,0.0034586702235291367,025540
10,Sindoh,2022,Q2,전기·전자,0.056677256778055934,-0.05654608999200783,-0.0,-0.009284519779140687,0.2817983743217809,-0.0645476053933165,-6.270240525823414e-05,-0.06451264605747653,-0.05654608999200783,0.31149250662441363,0.12491849287285137,029530
9,LG_Display,2022,Q2,전기·전자,-0.08791112694564701,-0.06252801507888583,-0.0,0.037239932943242904,-0.05783169052873238,-0.05499806675924157,-0.00044748051285326516,0.2163827585411292,-0.0625272506005734,-0.05892440928664766,-0.13252886030212604,034220
9,LG_Electronics,2022,Q2,전기·전자,-0.0567616998250301,-0.05407387323265489,-0.0,-0.037096575820441346,0.06459834817879317,-0.0180664664317296,5.468561223367125e-05,0.1318821983900701,-0.04648570752182324,0.10531983991517557,-0.10511347261481721,066570
