,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
3,S_hynix,2023,Q4,전기·전자,0.034618672553293164,0.8094243190115136,-0.0,0.02274507169260276,-0.0005826025611705976,0.02657288232389543,1.3162263894368633e-05,-0.2579098194766316,0.012456256921373199,-0.04042184962622564,0.1425443691703701,000660
3,SEBANG_Global_Battery,2023,Q4,전기·전자,0.2571242394575228,-0.0,0.06139621428571429,-0.02252248705237192,-0.00938498741586602,0.03065214163594132,-5.5533181352826045e-05,-0.23826467472039248,-0.0,-0.011181470202323407,-0.1215525702950505,004490
4,Hansol_Technics,2023,Q4,전기·전자,-0.19663071328532017,0.0,-0.0,-0.012656543850652069,0.04772436252100254,0.394149449133404,-0.26271964929183733,0.2924388837234564,0.0,-0.30705151892614935,0.02246901078494519,004710
4,Samsung_Electronics,2023,Q4,전기·전자,-0.01932469150744904,-8.458036017669045,-0.0,0.00627855684382983,-0.05546233405664802,-0.005607177575007505,0.00011310869503400278,0.07099178253697103,0.8312868999049001,-0.09482377481325921,0.05502040708954241,005930
4,Samsung_SDI,2023,Q4,전기·전자,-0.2072363348442886,-3.39375,-0.0,-0.0025220319892858,-0.026822451652498414,0.039511698248709703,7.728031810125804e-05,0.0067606872154191144,0.2518363064008394,-0.04284111627112286,-0.13345292196817532,006400
3,Dong-A_Tire,2023,Q4,전기·전자,-0.07614992510798027,-0.0590268522129993,-0.0,-0.017087639722932924,-0.03735884572125325,0.23257549309140169,0.019515672721395403,-0.07795878277773238,-0.0590268522129993,-0.21222414559579894,-0.19242707296044276,007340
4,Samsung_Electro-Mechanics,2023,Q4,전기·전자,-0.014547779725062646,-2503.951198065509,-0.0,-0.0033022662405071124,0.034376321684392974,-0.2277207966383954,-6.91638705078742e-05,0.0770085533471101,-1566.403438789546,0.07826035502437023,0.020125490114322922,009150
3,LS_Electric,2023,Q4,전기·전자,0.21318932285597744,-5.834289451681636,-0.0,-0.03163387348731628,0.011125633158720283,-0.20542173139673348,-4.751444457799661e-05,-0.017485900996638826,0.2119967099904949,0.10685519395551779,-0.3140158462971174,010120
3,LG_Innotek,2023,Q4,전기·전자,-0.18151509093271123,4.138939882152073,-0.0,-0.050748314088221225,0.03663895608513512,0.07334114695637683,-0.0002298989815394959,-0.6049595488304413,-0.7229956924835015,0.01699614660680815,-0.11794959370912565,011070
3,Iljin_Materials,2023,Q4,전기·전자,-0.13445137023603865,-0.24681208657702913,-0.0,-0.02823372254994072,0.07909636318920432,0.09096678222818189,0.000478903723911886,-0.17882456366656663,-0.07781949932238841,0.07566855965527064,-0.041053026563401,020150
3,Korea_Electric_Terminal,2023,Q4,전기·전자,-0.12273908766955663,-40.6589099816289,-0.0,0.01529964123342109,0.010273617946474967,-0.22399233132053342,8.371186029071251e-05,0.009767879800544277,0.05547500611595857,0.050774204438936765,0.35517572978983913,025540
4,Sindoh,2023,Q4,전기·전자,-0.05676842040578591,-0.0,-0.0,-0.0022284644200367687,0.11899453500044499,0.2980530272773039,0.00012808759787293135,0.10154804559727826,-0.0,0.08616684528716878,-0.08619384180640499,029530
3,LG_Display,2023,Q4,전기·전자,-0.13566744054732102,1.0005823387898,-0.0,0.013568231978587808,0.017742772457622902,0.09265601394164857,0.00011072157106563959,-0.46117175234772545,1.0,-0.02143213448706538,-0.1378126223890978,034220
3,LG_Electronics,2023,Q4,전기·전자,-0.17312602925559445,-0.0,-0.0,0.08911310738334388,-0.005412805371797225,-0.025489748098778797,0.0003929806338203934,0.08899368129322027,-0.0,0.006345333555188848,-0.08034547218184943,066570
