,name,year,quarter,sector,Relative Return,특정 증권 등 소유 증감 수 변화율,전체 주식 수 변화율,자본총계 변화율,부채총계 변화율,비유동부채 변화율,당기손익-공정가치측정금융자산 변화율,매출액 변화율,특정 증권 등 소유 수 변화율,유동부채 변화율,Label,Code
19,S_hynix,2019,Q4,전기·전자,0.1793495404991916,-0.014907870203869189,0.014015283819776791,0.00681027555144853,-0.06217075330605604,-0.029805695601139215,-0.000685989061690101,-0.01759797450843692,0.012073668575903418,-0.09181406608887865,0.07597842208645822,000660
19,SEBANG_Global_Battery,2019,Q4,전기·전자,-0.09051471866849858,0.024387161622250964,0.024387161622250852,-0.007141807953819024,0.08913099255447476,0.35002083872389,-0.0008456106783875353,0.02147997878064989,0.024387161622250964,0.06670238421251051,-0.11428536597684084,004490
20,Hansol_Technics,2019,Q4,전기·전자,0.08096379221955946,0.0,0.024392799382793817,0.07302259708452719,0.22840713499152487,0.1504853670893791,0.024392799382793706,0.2462059900980208,0.0,0.24348399082032668,0.2027545310630562,004710
20,Samsung_Electronics,2019,Q4,전기·전자,0.057505912734716676,0.009133957050511565,0.009299049711566032,-0.0018000441203684936,0.03491598034427179,0.15418177486851836,-0.0011576878894156994,0.11432394680325231,-0.00011773221524413735,0.02706590157561073,0.06671596839872665,005930
20,Samsung_SDI,2019,Q4,전기·전자,-0.04729046655776392,0.02363375163740966,0.02363375163740966,0.0003542591238347992,-0.06290692115418284,0.03030170542783972,-0.0006512038797295681,-0.08711553834276686,0.02363375163740966,-0.13395789736279684,-0.006515022912380139,006400
19,Dong-A_Tire,2019,Q4,전기·전자,-0.05125668336494038,0.024389307596785148,0.02438930759678526,-0.00771172497084982,0.08292952333616477,0.3687322952378398,-0.0009255159079545953,-0.17263241596018242,0.02438930759678526,0.0005920247964268377,-0.11204385980606159,007340
20,Samsung_Electro-Mechanics,2019,Q4,전기·전자,0.06622780807625642,0.02436488862953845,0.02436488862953845,0.01766889134435423,0.016623869987783646,0.1790221856014006,-0.0007763782376981441,0.01096572182089961,0.02436488862953834,-0.005903472096822515,0.12753475084327598,009150
19,LS_Electric,2019,Q4,전기·전자,-0.034279291315224315,0.024354414248131784,0.024354414248131562,-0.017402514999639296,-0.09596886658502646,-0.25237244581299634,-0.0009091718079657861,-0.3567534306805684,0.024354414248131673,-0.01242035886594084,0.054877444344190784,010120
19,LG_Innotek,2019,Q4,전기·전자,0.03045261914807605,0.024491841293380667,0.024491841293380667,-0.026990624635847338,0.1330362745620569,0.0673048168260354,-0.0009625658395379701,-0.2151124494115777,0.02449184129338078,0.16557051829243608,0.14300297826802513,011070
19,Iljin_Materials,2019,Q4,전기·전자,0.007110308002763752,0.024389624265531595,0.024389624265531706,0.0035830759439507975,0.05176518673683139,-0.0836462514566878,-0.0007514559889578509,0.09256466329839375,0.024389624265531706,0.17354008578027058,0.07790277904149284,020150
19,Korea_Electric_Terminal,2019,Q4,전기·전자,-0.28987234821011343,0.02438854209387764,0.024388542093877863,-0.008912955516658938,0.06414490032422127,-0.019384435798323718,-0.0011896969874327006,-0.11933304614391305,0.024388542093877974,0.09012279946305302,-0.14200010361524262,025540
20,Sindoh,2019,Q4,전기·전자,-0.14084419575801407,0.024388363385779988,0.0243883633857801,0.006561741709558033,-0.05639822623664181,0.3539613674205745,-0.0006230913110841494,-0.01530360439020928,0.024388363385779988,-0.2065944635028667,-0.144917293334209,029530
19,LG_Display,2019,Q4,전기·전자,-0.18347838743799144,0.014435509474989061,0.03125015247893714,0.1189712191238903,0.03528596424416108,0.08525806633502497,-0.0006601079809828082,-0.08718115706866714,0.014437610719215344,-0.010467961235456125,0.07410532738403144,034220
19,LG_Electronics,2019,Q4,전기·전자,-0.11870306082302742,0.02464422716888326,0.02503250429416992,0.041369313185409484,0.030398016876545086,0.052395961837707006,-0.00107850934522053,0.023434356935009615,0.024969134937922632,0.01291809053338866,-0.001471659413134277,066570
