,name,year,quarter,sector,Relative Return,유동자산 변화율,이익잉여금 변화율,자본총계 변화율,비유동자산 변화율,영업이익 변화율,기말 소유주식 수 변화율,Label,Code
12,현대중공업,2021,Q4,중공업,0.014377788943521305,0.1650051468692133,0.005689043066832822,0.006688185701282601,-0.024867461633689025,-10.747068319545873,-7.33441182052541e-05,0.008843350200946575,009540
12,삼성중공업,2021,Q4,중공업,0.09813076558043005,-0.06937410482708262,0.18977874791849114,0.39404541903559376,0.03106181787092166,5.464441700404642,-0.0017854911788730554,-0.0025711368719416004,010140
12,현대미포조선,2021,Q4,중공업,0.19278336169893925,-0.0351694640501673,-0.052396831657613996,-0.03851094725526161,0.020902771516316143,-3.001378497993304,-4.377482671547028e-05,0.025992331980153435,010620
12,한화테크윈,2021,Q4,중공업,0.3251562160011686,-0.04962911930027014,-0.009297279934632474,-0.006314411624038785,-0.001503803412487903,-0.39772137309784417,0.0,0.08882872308456666,012450
12,현대엘리베이,2021,Q4,중공업,-0.12345843558989766,0.08911084289887028,0.27857787667304046,0.06443357855823195,0.0681779227099868,0.1899595839114907,-0.10462917698678575,-0.01669566052987178,017800
12,두산중공업,2021,Q4,중공업,-0.0499100355135033,-0.0396251635921786,-0.3666234234929642,0.014386146605174455,0.015475026467208552,-1.682432202004871,0.1477399622082145,-0.09355048485255146,034020
12,대우조선해양,2021,Q4,중공업,0.07025224122731291,0.08741226562346527,0.5279535145491285,-0.14292124995578803,-0.03455370499134969,38.53765819963684,0.0,-0.026934303492610754,042660
12,두산인프라코어,2021,Q4,중공업,-0.06718842603163429,0.0009573430604825628,0.7698440666195963,1.5476269662934419,0.14060189269828083,-0.3110973380437554,-0.2157504896853477,-0.050700168256299215,042670
12,현대로템,2021,Q4,중공업,-0.00797121099134522,-0.045463363532457834,-0.3658623865434648,-0.07412157717517753,0.00949557336231166,3.208004974816058,-4.959512148949852e-05,-0.03253498502405815,064350
12,두산엔진,2021,Q4,중공업,0.19756654369731502,0.02823607620225843,0.2561290852824276,-0.0636900486602604,-0.017617791012866535,-0.6459510407402309,0.05931558371405954,0.1344756368995814,082740
12,한진중공업,2021,Q4,중공업,-0.06747440851467687,0.04630297336694156,0.06415408651131282,0.6567181342860209,0.25325908987886003,-12.408378245957865,3.1421616459749213,0.05843379035784438,097230
