,name,sector,year,quarter,Relative Return,자본총계 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주주 수 변화율,Label,Code
2,DL_Holdings,화학,2024,Q1,0.10546200343050109,0.006124110376318659,0.3961926624448424,0.011764705882352788,-0.013001130867663191,-23.611956878882232,0.2934957519868925,0.3166727731968777,-23.0,0.24688024015049714,-0.009477761175663027,000210
2,Hanwha_Corp,화학,2024,Q1,-0.030003449979552885,-0.012040339579108661,-12.616428200756172,0.011764705882352788,-0.013001130867663191,-124.25593154414625,-64.93257876026641,0.4575759588629126,-162.99999999999997,0.46071764743245447,0.0035189770946552276,000880
2,Nexen_Tire,화학,2024,Q1,-0.06821724300808832,-0.027366452572439748,-1.3501402252358359,0.011764705882352788,-0.013001130867663191,0.0,0.0,-248.50304629130076,0.0,-0.013123139226782099,-0.020121325532098673,002350
2,KCC,화학,2024,Q1,-0.16933880210316496,-0.09771311265567384,-0.02385887935437636,0.011764705882352788,-0.013001130867663191,-0.023968838445422858,-0.02396883844542308,0.44780744741226286,-0.02396883844542308,0.4412122187379006,0.09716816890407062,002380
2,AmoreG,화학,2024,Q1,-0.13790722286796817,-0.00010506466564108585,13.608444024144623,0.011764705882352788,-0.013001130867663191,1.0014054492005267,0.9999374361606462,0.10385834548232831,1.0,0.14024873324006248,-0.14010301548191556,002790
2,Korea_Shell_Petroleum,화학,2024,Q1,-0.12491856487247022,0.17347669972628021,-0.7128231519756376,0.011764705882352788,-0.013001130867663191,0.0,0.0,0.29261526673521887,0.0,0.37575926755160105,0.0728318857182299,002960
2,Taekwang_Industrial,화학,2024,Q1,-0.037611781194343635,-0.016770737193825047,0.9966786981750729,0.011764705882352788,-0.013001130867663191,-0.023672596251699263,-0.023672596251699263,0.14796425147631753,0.0,0.24586278422757912,0.1374626705724298,003240
2,Samsung_Fine Chemicals,화학,2024,Q1,-0.1027235757657164,-0.002113411340338267,-0.44149408974528837,0.011764705882352788,-0.013001130867663191,1.0025474722434147,0.3148482733849466,0.4590439298453629,1.0023333333333333,0.42019264704159043,-0.2419082062927136,004000
3,Korea_Petrochemical_Ind,화학,2024,Q1,0.0287248369326963,0.008555158270483254,-0.42906721837430095,0.011764705882352788,-0.013001130867663191,1.0013621211540673,0.4610736043526572,0.03515084788654721,1.0014940239043824,-0.036845763680082744,-0.18766322678104708,006650
3,Kukdo_Chemical,화학,2024,Q1,-0.3206506791696984,0.006787996579664113,0.06067812688220364,0.011764705882352788,-0.013001130867663191,-0.8183581398684376,-0.04709849546236744,0.10243465619216807,-0.8452380952380949,0.08054331621666322,-0.1316480001775852,007690
2,Seohung,화학,2024,Q1,-0.11486732696925964,-0.018251327855495436,-3.3851526391208715,0.011764705882352788,-0.013001130867663191,0.0,0.0,-0.02368067454325895,0.0,-0.02368067454325895,-0.279977582242107,008490
2,Hanwha_Solutions,화학,2024,Q1,0.24307170581723642,0.010267920873692993,0.7554899908748302,0.011764705882352788,-0.013001130867663191,-0.04887620406707094,-3.3561808776311093,0.4318026919472622,0.0,0.43229492604373354,-0.33334040060416287,009830
2,S-Oil,화학,2024,Q1,-0.21736032790246856,0.0006577194221686344,8.928096919688123,0.011764705882352788,-0.013001130867663191,0.7854511680681153,0.6758047265684091,0.8517884096385075,0.0,0.8517884096385075,0.08661923982878525,010950
2,Lotte_Chemical,화학,2024,Q1,0.01680256802513326,0.008928400716337603,0.5082969228635177,0.011764705882352788,-0.013001130867663191,1.6536685915292453,-25.527276069896306,0.1916833736017025,0.0,0.05640037238845086,-0.2723412929596508,011170
2,Kumho_Petrochemical,화학,2024,Q1,-0.10284983839197903,-0.013276358369515018,-0.5492970929964283,0.011764705882352788,-0.013001130867663191,-3.6713806749252287,-0.7749144571311488,0.43799480124172374,0.0,0.43260997440696414,-0.015211423786775397,011780
2,SKC,화학,2024,Q1,0.09994479687929174,-6.079425043581388e-05,0.04359339780935134,0.011764705882352788,-0.013001130867663191,-23.903313550939664,1.0,0.05356802178047437,0.0,0.1599414283491205,0.1983762826556864,011790
3,Hansol_Chemical,화학,2024,Q1,0.24961341691558764,-0.008892949394891492,-0.49579935029155986,0.011764705882352788,-0.013001130867663191,2.384295260834189,-0.1672247161681819,0.03577752444865301,2.3863636363636362,0.1428213512281562,-0.13811549102007603,014680
2,Dongwon_Systems,화학,2024,Q1,0.07183882910490764,0.005973321095473216,-0.23525497930974737,0.011764705882352788,-0.013001130867663191,-0.023680847114482706,-0.023680847114482706,0.6309272503861546,-0.023680847114482706,0.672774412011336,0.2080888856793592,014820
2,UNID,화학,2024,Q1,0.018451780122617847,-0.03006395039988008,-0.9022203002345766,0.011764705882352788,-0.013001130867663191,0.6963563457666583,0.6091624513746883,-0.06850402162599534,0.6962985617626156,-0.00712024853635751,0.1530800922428149,014830
2,Namhae_Chemical,화학,2024,Q1,-0.10695799310988985,-0.02323353943243034,-6.441395980250118,0.011764705882352788,-0.013001130867663191,0.0,0.0,0.5379310431811034,0.0,0.5358563684950817,-0.06457543310501812,025860
2,LG_Household & Health Care,화학,2024,Q1,-0.3101184706606113,-7.5535959145334175e-06,-6.658803406022547,0.011764705882352788,-0.013001130867663191,0.994987778442953,0.9977253982869075,0.4576680359028169,1.0,0.621467777110824,0.025425332533141283,051900
2,LG_Chem,화학,2024,Q1,-0.10564387534094556,0.005429348148894508,1.3737237464975374,0.011764705882352788,-0.013001130867663191,1.3138075313807531,0.0,0.33403507649424824,0.0,0.4692706710151632,-0.16239795198016857,051910
2,Huchems,화학,2024,Q1,-0.08095988623886899,0.00835253496007804,21.18087030213085,0.011764705882352788,-0.013001130867663191,1.0038395421422024,-0.008101584543350748,0.4576993804828171,1.0037443834248627,0.3568466473931583,-0.12068808781580367,069260
2,Kumho_Tire,화학,2024,Q1,0.059529376752962784,-0.0718929164258244,-0.20072240762996785,0.011764705882352788,-0.013001130867663191,-0.023711806977047445,-0.023711806977047445,0.16819257309745572,0.0,0.2966650038839376,0.05400374644977119,073240
2,Able_C&C,화학,2024,Q1,-0.4326680202101609,-0.0222129576815131,-29.975674049553852,0.011764705882352788,-0.013001130867663191,-0.02368071520041215,-0.02368071520041215,0.3200813863004619,-0.02368071520041215,0.2994143602696918,-0.06149411035156423,078520
2,Huvepharma,화학,2024,Q1,-0.34811533998834937,0.04275580661905354,0.7056863884388997,0.011764705882352788,-0.013001130867663191,-0.0236792666711243,-0.0236792666711243,0.5335770368337157,-0.0236792666711243,0.6549598330271136,-0.09717842444587355,079980
2,Amorepacific,화학,2024,Q1,0.08867908722785568,-0.006700651597051133,-1.4992143754544789,0.011764705882352788,-0.013001130867663191,-1.2097415831642317,0.9732406148198389,0.3935857698566688,0.0,0.4138728314879033,-0.212664129536256,090430
2,Huvis,화학,2024,Q1,0.0848189629445099,0.0013048898798097008,0.6823698074685005,0.011764705882352788,-0.013001130867663191,-3.311870876908081,-0.21409252359095698,0.061440698688421946,7.019490724115796,0.3152407876635692,-0.3597380343512696,093370
2,SK_Innovation,화학,2024,Q1,-0.1487091161005718,-0.0202222726636776,0.5364741195386821,0.011764705882352788,-0.013001130867663191,-0.1832122679580308,-1.8470540758676348,0.11118041074917051,0.0,0.2900957408894236,-0.22130512416947312,096770
2,LG_Hausys,화학,2024,Q1,-0.14399803128435798,-0.0012492881401739986,-4.572463768115942,0.011764705882352788,-0.013001130867663191,-0.6296296296296298,-0.523809523809524,0.06524517546218667,0.0,0.05801093134534363,-0.1496857728025138,108670
2,Lock_&_Lock,화학,2024,Q1,-0.08491554496263609,0.008626189602354839,0.046403879962149674,0.011764705882352788,-0.013001130867663191,-0.02368004685967362,-0.023680046859673842,-0.0831806177081924,-0.023680046859673842,-0.022947418506016115,0.007570002232599619,115390
2,Kolon_Industries,화학,2024,Q1,-0.12732806436027122,-0.012185767119373025,0.07011606738237919,0.011764705882352788,-0.013001130867663191,-3.847648852862231,-3.847648852862231,0.4598561401591301,-5.123209977139699,0.47648009220636656,-0.2010619195915046,120110
2,Hankook_Tire_&_Technology,화학,2024,Q1,0.06345859477691924,-0.02968032460502945,15.071573922904095,0.011764705882352788,-0.013001130867663191,0.0,0.0,0.3867689370675226,0.0,0.3309329826559345,0.15875950897992397,161390
2,KOLMAR_Korea,화학,2024,Q1,-0.04828188159629947,-0.061266646682002435,-0.2412081102502046,0.011764705882352788,-0.013001130867663191,-5.639990396542755,-1.1159495607154062,0.33883763853172,-5.545454545454545,0.11699356832132102,-0.18003388220832703,161890
2,COSMAX,화학,2024,Q1,-0.12216802021016085,-0.07729788935043969,-0.7179088117451851,0.011764705882352788,-0.013001130867663191,2.1149559731896437,-1.1185850640995625,0.30853537562581657,2.1044776119402986,-0.1566305844256788,-0.09864320428619136,192820
