,name,sector,year,quarter,Relative Return,자본총계 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주주 수 변화율,Label,Code
16,DL_Holdings,화학,2020,Q3,-0.12696123473662732,-0.01870200059621485,0.4176607131754714,0.032258064516129115,-0.022088428967425466,-0.15244755102154706,-0.1569674189890784,-0.12287274660537184,-0.15247366986880873,-0.12864855990174462,-0.16497508699337587,000210
16,Hanwha_Corp,화학,2020,Q3,0.27109695485249263,-0.015753394624143047,-0.21735710988390977,0.032258064516129115,-0.022088428967425466,-0.12024138199158418,-0.12024138199158396,-0.12024138199158418,-0.12024138199158418,-0.12024138199158396,0.03223831390556939,000880
16,Nexen_Tire,화학,2020,Q3,-0.04955390322626546,-0.008391989770313746,2.348924711101879,0.032258064516129115,-0.022088428967425466,0.0,0.0,-0.12120592332946689,0.0,-0.12120592332946711,-0.0911686689765662,002350
16,KCC,화학,2020,Q3,-0.16876343533902338,0.01860741910802255,0.1497621812461919,0.032258064516129115,-0.022088428967425466,-0.11989723939167884,-0.11989723939167907,-0.11989723939167884,-0.11989723939167907,-0.11989723939167884,-0.007539469416536687,002380
16,AmoreG,화학,2020,Q3,-0.24200118325329625,-9.957359865775395e-05,0.44757550391070555,0.032258064516129115,-0.022088428967425466,-0.12122732041120687,-0.12122732041120687,-0.12122732041120687,-0.12122732041120687,-0.12122732041120687,-0.12472449646942785,002790
16,Korea_Shell_Petroleum,화학,2020,Q3,-0.23321249978808783,-0.07736147887401046,-0.0903267754360062,0.032258064516129115,-0.022088428967425466,0.0,0.0,-0.12128572658570902,0.0,-0.12128572658570924,-0.07139630650757452,002960
16,Taekwang_Industrial,화학,2020,Q3,-0.054806855808673366,-0.0030266019023703628,0.9054641390006293,0.032258064516129115,-0.022088428967425466,-0.12111671175628969,-0.12111671175628969,-0.12111671175628946,0.0,-0.12111671175628946,-0.15894390694915778,003240
16,Samsung_Fine Chemicals,화학,2020,Q3,-0.06813088789796531,-0.01456228772709145,0.21570112256555318,0.032258064516129115,-0.022088428967425466,-0.12125005892313712,-0.12125005892313712,-0.12125005892313712,-0.12125005892313712,-0.12125005892313712,0.33985910474783676,004000
17,Korea_Petrochemical_Ind,화학,2020,Q3,0.09859670830978007,-0.02799371650370497,0.11986196787964876,0.032258064516129115,-0.022088428967425466,-0.12124082013605575,-0.1212408201360562,-0.1212408201360562,-0.12124082013605597,-0.1212408201360562,0.36110714346312434,006650
17,Kukdo_Chemical,화학,2020,Q3,-0.3218306557680173,-0.007976784138700399,0.6049594770095423,0.032258064516129115,-0.022088428967425466,-0.1212734253371317,-0.12127342533713148,-0.12127342533713148,-0.12127342533713148,-0.12127342533713148,0.19116013869368434,007690
16,Seohung,화학,2020,Q3,0.3386922962546392,-0.030658010907937294,0.14320579353880925,0.032258064516129115,-0.022088428967425466,0.0,0.0,-0.12128375672788705,0.0,-0.1212837567278866,-0.040996718487168654,008490
16,Hanwha_Solutions,화학,2020,Q3,0.2517285029367726,-0.09564053845797837,-0.7400128717621022,0.032258064516129115,-0.022088428967425466,-0.10897814804823613,-0.11294189695404055,-0.11155052157133105,0.0,-0.11235456122477228,0.8890550953948697,009830
16,S-Oil,화학,2020,Q3,-0.06589722393188671,-0.00842494429002194,0.9410391516040819,0.032258064516129115,-0.022088428967425466,-0.11656386147027908,-0.11656386147027908,-0.11656386147027908,0.0,-0.11656386147027908,-0.28679132815259617,010950
16,Lotte_Chemical,화학,2020,Q3,-0.31218670062449516,-0.008160494898391546,-15.38946254295605,0.032258064516129115,-0.022088428967425466,-0.11854166406792199,-0.11854166406792199,-0.11854166406792199,-0.11854166406792177,-0.11854166406792177,0.06968782518367761,011170
16,Kumho_Petrochemical,화학,2020,Q3,-0.046099104341359054,-0.06970548094597828,-0.7604151542503705,0.032258064516129115,-0.022088428967425466,-0.1211779673233333,-0.1211779673233333,-0.1211779673233333,0.0,-0.12117796732333352,0.38148950294659956,011780
16,SKC,화학,2020,Q3,0.44620146226382845,0.0016842678984322346,-0.3180313947461779,0.032258064516129115,-0.022088428967425466,-0.12120110923428773,-0.12120110923428773,-0.12120110923428751,-0.12120110923428751,-0.12120110923428751,0.2500007430448148,011790
17,Hansol_Chemical,화학,2020,Q3,0.4471590848525783,-0.0772922800944611,-0.33526314853267025,0.032258064516129115,-0.022088428967425466,-0.12128195661253316,-0.12128195661253338,-0.12128195661253316,-0.12128195661253338,-0.12128195661253316,0.05695867184740383,014680
16,Dongwon_Systems,화학,2020,Q3,-0.09369622152835408,-0.026809299581180612,0.011315931648125499,0.032258064516129115,-0.022088428967425466,-0.12127866807162446,-0.12127866807162446,-0.12127866807162446,-0.12127866807162468,-0.12127866807162446,0.015963411183896728,014820
16,UNID,화학,2020,Q3,0.038063677793754164,-0.04402121938216852,0.3696840527621299,0.032258064516129115,-0.022088428967425466,-0.12127476566098827,-0.12127476566098827,-0.12127476566098849,-0.12127476566098827,-0.12127476566098827,-0.04245402688842256,014830
16,Namhae_Chemical,화학,2020,Q3,-0.15749259002562488,-0.017088654777454693,0.4623970196945786,0.032258064516129115,-0.022088428967425466,0.0,0.0,-0.1212802822076362,0.0,-0.12128028220763643,0.025648985626394283,025860
16,LG_Household & Health Care,화학,2020,Q3,0.00599525191966388,-0.04430772548161954,-0.30716449443730465,0.032258064516129115,-0.022088428967425466,-0.12109924966527519,-0.12109924966527519,-0.12109924966527519,-0.12109924966527519,-0.12109924966527519,-0.01244431322722303,051900
16,LG_Chem,화학,2020,Q3,0.412406258945425,-0.0344111119721251,-0.6121967708455662,0.032258064516129115,-0.022088428967425466,-0.08687339037723874,-0.09175542530573955,-0.09267223280766324,0.0,-0.09442467672268906,0.21757991433237375,051910
16,Huchems,화학,2020,Q3,-0.09923873822811938,-0.020083060352188875,-0.025272030005822677,0.032258064516129115,-0.022088428967425466,-0.12128054249650533,-0.1212805424965051,-0.1212805424965051,-0.1212805424965051,-0.1212805424965051,0.18250046751303853,069260
16,Kumho_Tire,화학,2020,Q3,-0.20564267911481887,0.014802895648103775,2.1964965022939587,0.032258064516129115,-0.022088428967425466,-0.12119291061336313,-0.12119291061336313,-0.12119291061336335,0.0,-0.12119291061336335,0.12384608906594688,073240
16,Able_C&C,화학,2020,Q3,-0.03579046236605041,0.03890854447099645,-1.9913612713316295,0.032258064516129115,-0.022088428967425466,-0.12128432845086867,-0.12128432845086867,-0.12128432845086867,-0.12128432845086867,-0.12128432845086845,-0.26081910593037394,078520
16,Huvepharma,화학,2020,Q3,0.3457300054702069,-0.03849300138068901,0.4094753347990122,0.032258064516129115,-0.022088428967425466,-0.12128024733058251,-0.12128024733058251,-0.12128024733058251,-0.12128024733058274,-0.12128024733058251,0.04767723472165533,079980
16,Amorepacific,화학,2020,Q3,-0.1837058702210353,-0.004844015044134231,0.24471954096781579,0.032258064516129115,-0.022088428967425466,-0.12094124817688989,-0.12094124817689011,-0.12094124817689011,0.0,-0.12094124817689011,-0.09304132815259616,090430
16,Huvis,화학,2020,Q3,0.1105995791277255,-0.029826284042818507,-0.10648245659801359,0.032258064516129115,-0.022088428967425466,-0.12128407737435931,-0.12128407737435931,-0.12128407737435931,-0.12128407737435953,-0.12128407737435909,0.06458792783731557,093370
