,name,sector,year,quarter,Relative Return,자본총계 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주주 수 변화율,Label,Code
5,DL_Holdings,화학,2023,Q2,-0.1852170317877591,0.006128143838783906,0.9580835418311151,0.04938271604938271,-0.005514657406169521,-124.11,-5404.874,-0.03601039377154658,0.0,-0.036742552770543835,-0.2708427984706853,000210
5,Hanwha_Corp,화학,2023,Q2,-0.07805296026717926,0.01072817410513327,0.1612553448311136,0.04938271604938271,-0.005514657406169521,0.9964190805450144,0.9901624598713034,-0.03567818742062023,1.0,-0.03567818742062023,0.09092030536674629,000880
5,Nexen_Tire,화학,2023,Q2,0.3100079254705017,-0.038440015783894665,-14.593823092726735,0.04938271604938271,-0.005514657406169521,0.0,0.0,-0.03581620928688367,0.0,-0.03581620928688367,-0.09299158956200321,002350
5,KCC,화학,2023,Q2,-0.019161767674376287,-0.027900979663000758,-0.9057318140643005,0.04938271604938271,-0.005514657406169521,-0.035779699899663564,-0.035779699899663564,-0.035779699899663564,-0.03577969989966334,-0.035779699899663564,-0.16695488194567598,002380
5,AmoreG,화학,2023,Q2,0.019732308034331916,0.027047129640232703,1.1236691008079802,0.04938271604938271,-0.005514657406169521,-4.481738930507952,-3.600815749852342,-0.035793969589088315,-4.477373944440204,-0.03579396958908854,-0.3657020855250943,002790
5,Korea_Shell_Petroleum,화학,2023,Q2,-0.11654775557131308,-0.10953623342765306,0.008246130976517052,0.04938271604938271,-0.005514657406169521,0.0,0.0,-0.03581901266579646,0.0,-0.03581901266579646,-0.06951160933461813,002960
5,Taekwang_Industrial,화학,2023,Q2,-0.13036771697191965,0.0047014915940828406,0.18074918106196747,0.04938271604938271,-0.005514657406169521,-0.035772827150823305,-0.035772827150823305,-0.035772827150823305,0.0,-0.035772827150823305,-0.16408648663930045,003240
5,Samsung_Fine Chemicals,화학,2023,Q2,-0.06947137516159935,-0.03038995860925664,-0.6161406744279458,0.04938271604938271,-0.005514657406169521,0.999131344670378,0.9994794481166588,-0.035792653927599005,1.0,-0.03579265392759878,0.146737777017861,004000
6,Korea_Petrochemical_Ind,화학,2023,Q2,-0.028108709237529908,0.015177314357625149,-0.02531038462001267,0.04938271604938271,-0.005514657406169521,-0.16758584501838247,-0.4462990500302453,-0.03579945586403044,-0.16676197975792073,-0.03579945586403044,-0.2831475003722559,006650
6,Kukdo_Chemical,화학,2023,Q2,0.0023006474876162836,-0.018185650381073337,-0.27248242651468524,0.04938271604938271,-0.005514657406169521,-0.035815320241233906,-0.03581532024123413,-0.03581532024123413,-0.03581532024123413,-0.03581532024123413,0.09383279819583591,007690
