,name,sector,year,quarter,Relative Return,자본총계 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주주 수 변화율,Label,Code
10,DL_Holdings,화학,2022,Q1,-0.17137325112026716,-0.03958622507782028,55.80133618385497,0.09183673469387776,-0.004832000385876389,-0.03917434931328723,-0.03924085402136668,0.34670137730959416,-0.0391747421933637,0.4736534997769313,0.08271770554543821,000210
10,Hanwha_Corp,화학,2022,Q1,-0.06038060798133979,0.008296715963407864,0.5715987215052467,0.09183673469387776,-0.004832000385876389,-0.038552032515631884,-0.03855203251563166,0.4820524950182068,-0.038552032515631884,0.5399085678453758,0.08103137370874613,000880
10,Nexen_Tire,화학,2022,Q1,-0.10206879594548245,0.030118775570109557,-0.16599653426760752,0.09183673469387776,-0.004832000385876389,0.0,0.0,0.7614473648014995,0.0,0.2037475174575777,0.009873799629543697,002350
10,KCC,화학,2022,Q1,-0.22668254620167846,0.032919143064927714,-0.20903457474771825,0.09183673469387776,-0.004832000385876389,-0.038536436308062694,-0.03853643630806247,0.49323386925706214,-0.03853643630806247,0.5141230552315834,0.16515330273513376,002380
10,AmoreG,화학,2022,Q1,-0.08153225448064748,0.0047688912843733,5.16477236330467,0.09183673469387776,-0.004832000385876389,-0.03863465861542181,-0.03863465861542159,0.14314097715381247,-0.03863465861542181,0.23469737976936889,0.060444603613026816,002790
10,Korea_Shell_Petroleum,화학,2022,Q1,-0.06534628098570389,0.1476991503459455,-0.1399725321219365,0.09183673469387776,-0.004832000385876389,0.0,0.0,0.323624196489672,0.0,0.3011871220007216,0.06390503643832378,002960
10,Taekwang_Industrial,화학,2022,Q1,-0.046994655657334364,-0.014657013407403774,0.32540960706436894,0.09183673469387776,-0.004832000385876389,-0.038617708024504926,-0.038617708024504926,0.18521430068992473,0.0,0.17472792247827418,0.07561492524264538,003240
10,Samsung_Fine Chemicals,화학,2022,Q1,-0.15422586022483192,-0.06336575570318814,-0.3051738690771093,0.09183673469387776,-0.004832000385876389,-0.0386649810354307,-0.03866498103543048,0.48276955276386957,-0.0386649810354307,0.6177478251242791,0.13967998087626973,004000
11,Korea_Petrochemical_Ind,화학,2022,Q1,-0.12342674812716269,0.009218848888168818,0.8594750479750548,0.09183673469387776,-0.004832000385876389,-0.03862991492044876,-0.03862991492044898,0.07740614310100014,-0.03862991492044876,0.2954211868976664,-0.00023131264948161867,006650
11,Kukdo_Chemical,화학,2022,Q1,-0.21792681230377672,-0.024832065880789678,0.1916768694447869,0.09183673469387776,-0.004832000385876389,-0.03865184985624448,-0.03865184985624448,0.14178180812882002,-0.03865184985624448,0.1828627843309364,0.10947435270989397,007690
10,Seohung,화학,2022,Q1,-0.13499653036441137,-0.016825804009117817,-0.34178150449648426,0.09183673469387776,-0.004832000385876389,0.0,0.0,0.44409927511741887,0.0,0.49224037657772257,-0.007665055377341995,008490
10,Hanwha_Solutions,화학,2022,Q1,-0.19685559025587127,-0.0036939155266000334,-0.24413871784974006,0.09183673469387776,-0.004832000385876389,-0.0415621733441951,-0.040604803791823185,0.5087213331759399,0.0,0.5989516660389786,0.09212839813128179,009830
