,name,sector,year,quarter,Relative Return,자본총계 변화율,영업이익 변화율,실업률 변화율,GDP 변화율,특정 증권 등 소유 증감 수 변화율,특정 증권 등 소유 수 변화율,전체 주식 수 변화율,특정 증권 등 소유 증감 비율 변화율,전체 주주 수 변화율,Label,Code
11,DL_Holdings,화학,2021,Q4,0.037025635088381484,-0.005060249794284877,-0.07453537583599856,-0.02083333333333348,-0.015938933266124167,-0.08478260478408695,-0.08510091726887437,-0.720693767457139,-0.08478448468354127,-1.137039977199493,-0.17137325112026716,000210
11,Hanwha_Corp,화학,2021,Q4,0.162941840696742,-0.015568477463883568,0.05159002516586597,-0.02083333333333348,-0.015938933266124167,-0.08179184832983011,-0.08179184832983011,-1.16913318827799,-0.08179184832983011,-1.4418996841136793,-0.06038060798133979,000880
11,Nexen_Tire,화학,2021,Q4,-0.17760929346523002,0.006783052329513262,-1.2989382001479401,-0.02083333333333348,-0.015938933266124167,0.0,0.0,-3.711765349196053,0.0,-0.41161762773884636,-0.10206879594548245,002350
11,KCC,화학,2021,Q4,0.30763056150133017,0.0028586196007143183,0.2102363722063837,-0.02083333333333348,-0.015938933266124167,-0.08147907529442722,-0.08147907529442722,-1.216319040799799,-0.08147907529442722,-1.311604691046501,-0.22668254620167846,002380
11,AmoreG,화학,2021,Q4,-0.14889157603615372,0.017668486032112907,-0.5511813540535162,-0.02083333333333348,-0.015938933266124167,-0.08219110819791053,-0.08219110819791053,-0.31176910349410925,-0.08219110819791053,-0.46870161228646157,-0.08153225448064748,002790
11,Korea_Shell_Petroleum,화학,2021,Q4,0.04637891519586669,-0.06213912878022909,0.02945584060500428,-0.02083333333333348,-0.015938933266124167,0.0,0.0,-0.6618710661785463,0.0,-0.6085126835888681,-0.06534628098570389,002960
11,Taekwang_Industrial,화학,2021,Q4,0.037870371285649955,-0.025334152737074955,0.5487410468954668,-0.02083333333333348,-0.015938933266124167,-0.08216841356923821,-0.08216841356923821,-0.3794538592779868,0.0,-0.36192573093351466,-0.046994655657334364,003240
11,Samsung_Fine Chemicals,화학,2021,Q4,0.4491265150910788,-0.04096005756929344,-0.20617471181659908,-0.02083333333333348,-0.015938933266124167,-0.08222040487099291,-0.08222040487099291,-1.1732371756303785,-0.08222040487099269,-1.9406358163088155,-0.15422586022483192,004000
12,Korea_Petrochemical_Ind,화학,2021,Q4,-0.01263467921940055,0.004671762686590308,1.491567191639187,-0.02083333333333348,-0.015938933266124167,-0.08219912774770477,-0.08219912774770455,-0.21830898783302,-0.08219912774770477,-0.5952855338219358,-0.12342674812716269,006650
12,Kukdo_Chemical,화학,2021,Q4,0.2718407611958924,-0.0512614190164149,0.1802505756125664,-0.02083333333333348,-0.015938933266124167,-0.08221246880619781,-0.08221246880619781,-0.3097391704227255,-0.08221246880619781,-0.37558534981508185,-0.21792681230377672,007690
